Date,Account,Num,Description,Memo,Category,Tag,Clr,Amount
8/2/2019,Greenlight Card,,Spencer Gifts,,Childcare:Leisure,,c,-24.24
8/2/2019,Greenlight Card,,Spencer Gifts,,Childcare:Leisure,,c,-4.00
8/3/2019,Greenlight Card,,Spotify,,Childcare:Leisure,,c,-9.99
8/5/2019,Greenlight Card,,Trader Joes,,Childcare:Furnishings,,c,-6.48
8/12/2019,Greenlight Card,,Greenlight,,Childcare:Furnishings,,c,-4.99
