Date,Account,Num,Description,Memo,Category,Tag,Clr,Amount
6/1/2019,Greenlight Card,,Demtrius Harmon,"youtube ""influencer""",Childcare:Furnishings,,c,-19.99
6/2/2019,Greenlight Card,,Transfer Money,,[inflow account],,c,50.00
6/3/2019,Greenlight Card,,Spotify,,Childcare:Leisure,,c,-9.99
6/7/2019,Greenlight Card,,Star Mini Mart,,Childcare:Furnishings,,c,-5.93
6/12/2019,Greenlight Card,,Greenlight,,Childcare:Furnishings,,c,-4.99
