Date,Account,Num,Description,Memo,Category,Tag,Clr,Amount
5/3/2018,Greenlight Card,,GrubHub,,Childcare:Furnishings,,c,-18.51
5/9/2018,Greenlight Card,,WingStop,,Childcare:Furnishings,,c,-14.22
5/12/2018,Greenlight Card,,Greenlight,,Childcare:Furnishings,,c,-4.99
