Date,Account,Num,Description,Memo,Category,Tag,Clr,Amount
9/2/2019,Greenlight Card,,Transfer Money,,[inflow account],,c,50.00
9/3/2019,Greenlight Card,,Spotify,,Childcare:Leisure,,c,-9.99
9/3/2019,Greenlight Card,,Apple,,Childcare:Leisure,,c,-5.99
9/7/2019,Greenlight Card,,Google,YouTube videos,Childcare:Leisure,,c,-1.99
9/8/2019,Greenlight Card,,CVS,,Childcare:Furnishings,,c,-14.26
9/12/2019,Greenlight Card,,Greenlight,,Childcare:Furnishings,,,-4.99
9/22/2019,Greenlight Card,,Transfer Money,,[inflow account],,,130.00
9/26/2019,Greenlight Card,,Google,YouTube videos,Childcare:Leisure,,c,-3.99
